Target,Method,Coefficient,Std_Error,P_value,CI_Lower,CI_Upper,CF_SD
ln_MIVA,DML (Random Forest),0.35253702065146475,0.20984864556806457,0.09296538597181625,-0.058766324661941816,0.7638403659648714,0.09804657534670198
ln_MIVA,DML (Lasso),79.64424398477458,17.10473421629508,3.2199114969877485e-6,46.11896492083622,113.16952304871293,4.020744973965716
ln_MIVA,DML (Ridge),0.5922802191020632,0.2655774142359947,0.025736799485595485,0.07174848719951366,1.1128119510046126,0.025947718607622752
ln_DCM,DML (Random Forest),-0.6379046878322091,48.4302060384004,0.9894908647607268,-95.56110852309699,94.28529914743258,59.831301790184966
ln_DCM,DML (Lasso),86.7080480624297,24.614627867470865,4.272991185303443e-4,38.463377442186804,134.95271868267258,3.3098339092656333
ln_DCM,DML (Ridge),1.2413843320278868,0.33987166689498044,2.5969046220830627e-4,0.5752358649137251,1.9075327991420483,0.031743230444363696
ln_GFCFM,DML (Random Forest),-3.0502000433779837,1.5333495474488745,0.04667473390240762,-6.055565156377778,-0.04483493037818986,1.088096718351977
ln_GFCFM,DML (Lasso),-79.52169199825092,25.050624724444194,0.0015012619669316773,-128.62091645816153,-30.422467538340292,5.226930786273706
ln_GFCFM,DML (Ridge),-1.1549727330567021,0.4543320577702118,0.011017808982756394,-2.045463566286317,-0.26448189982708703,0.060091207235230384
ln_MFDI,DML (Random Forest),0.5985651119969986,0.6367787526702928,0.34722313133938565,-0.6495212432367754,1.8466514672307726,0.3526224175298263
ln_MFDI,DML (Lasso),142.6128818566367,26.912435680348604,1.1634661722936812e-7,89.86450792315344,195.36125579011997,9.916808668614745
ln_MFDI,DML (Ridge),-0.11146816423131672,0.5695963962584867,0.8448475274287364,-1.2278771008979505,1.0049407724353172,0.07961641576784681
